公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
000877,天山股份,新疆天山水泥股份有限公司,"XINJIANG TIANSHAN CEMENT CO.,LTD",新疆维吾尔自治区乌鲁木齐市水泥厂街242号,877,天山股份,1999/1/7,"880,101,259","880,019,908",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.sinoma-tianshan.cn
000878,云南铜业,云南铜业股份有限公司,YUNNAN COPPER INDUSTRY CO.LTD,云南省昆明市国家高新技术产业开发区,878,云南铜业,1998/6/2,"1,416,398,800","1,416,391,956",,,,0,0,西南,云南,昆明市,C 制造业,www.yunnancopper.com
000880,潍柴重机,潍柴重机股份有限公司,"Weichai Heavy Machinery Co., Ltd.",山东省潍坊滨海经济技术开发区富海大街17号,880,潍柴重机,1998/4/2,"276,100,500","135,135,000",,,,0,0,华东,山东,潍坊市,C 制造业,www.weichaihm.com
000881,大连国际,中国大连国际合作（集团）股份有限公司,CHINA DALIAN INTERNATIONAL COOPERATION (GROUP) HOLDINGS LTD.,辽宁省大连市西岗区黄河路219号外经贸大厦,881,大连国际,1998/9/2,"308,918,400","307,964,083",,,,0,0,东北,辽宁,大连市,S 综合,www.cdigstock.com
000882,华联股份,北京华联商厦股份有限公司,"BEIJING HUALIAN DEPARTMENT STORE CO.,LTD",北京市通州区永乐经济技术开发区永开路1号,882,华联股份,1998/6/16,"2,226,086,429","1,071,957,032",,,,0,0,华北,北京,北京市,K 房地产,www.beijing-hualian.com
000883,湖北能源,湖北能源集团股份有限公司,"HuBei Energy Group CO., LTD.",湖北省武汉市徐东大街96号,883,湖北能源,1998/5/19,"2,674,374,839","2,673,016,389",,,,0,0,华中,湖北,武汉市,D 水电煤气,www.hbny.com.cn
000885,同力水泥,河南同力水泥股份有限公司,"Henan Tongli Cement Co.,Ltd",河南省郑州市农业路41号投资大厦9层,885,同力水泥,1999/3/19,"474,799,283","426,799,283",,,,0,0,华中,河南,郑州市,C 制造业,www.tlcement.com
000886,海南高速,海南高速公路股份有限公司,"HAINAN EXPRESSWAY CO., LTD",海南省海口市蓝天路16号高速公路大楼,886,海南高速,1998/1/23,"988,828,300","962,848,841",,,,0,0,华南,海南,海口市,K 房地产,www.hi-expressway.com
000887,中鼎股份,安徽中鼎密封件股份有限公司,"ANHUI ZHONGDING SEALING PARTS CO.,LTD",安徽省宣城市宣南公路口,887,中鼎股份,1998/12/3,"1,115,493,070","1,114,482,875",,,,0,0,华东,安徽,宣城市,C 制造业,www.zhongdinggroup.com
000888,峨眉山Ａ,峨眉山旅游股份有限公司,"EMEI SHAN TOURISM CO.,LTD",四川省峨眉山市名山南路41号,888,峨眉山Ａ,1997/10/21,"263,456,551","216,051,291",,,,0,0,西南,四川,乐山市,N 公共环保,www.ems517.com
000889,茂业物流,茂业物流股份有限公司,Maoye Logistics Corporation Ltd.,河北省秦皇岛市河北大街146号金原国际商务大厦26层,889,茂业物流,1997/12/18,"445,521,564","338,462,420",,,,0,0,华北,河北,秦皇岛市,F 批发零售,www.hlsc.com.cn
000890,法 尔 胜,江苏法尔胜股份有限公司,"JIANGSU FASTEN CO.,LTD",江苏省江阴市澄江中路165号,890,法 尔 胜,1999/1/19,"379,641,600","379,538,797",,,,0,0,华东,江苏,无锡市,C 制造业,www.fasten.com.cn
000892,星美联合,星美联合股份有限公司,STELLAR MEGAUNION CO.，LTD,重庆市涪陵区人民东路50号,892,星美联合,1999/1/15,"413,876,880","306,937,690",,,,0,0,西南,重庆,重庆市,I 信息技术,www.chinacfc.com
000893,东凌粮油,广州东凌粮油股份有限公司,DONGKLING GRAIN & OIL CO. LTD,广东省广州市南沙区万顷沙镇红安路3号,893,东凌粮油,1998/12/24,"407,670,000","387,826,070",,,,0,0,华南,广东,广州市,C 制造业,www.dongling.cn
000895,双汇发展,河南双汇投资发展股份有限公司,"HENAN SHUANGHUI INVESTMENT & DEVELOPMENT CO.,LTD",河南省漯河市双汇路1号,895,双汇发展,1998/12/10,"2,200,578,448","1,211,729,090",,,,0,0,华中,河南,漯河市,C 制造业,www.shuanghui.net
000897,津滨发展,天津津滨发展股份有限公司,"TIANJIN JINBIN DEVELOPMENT CO., LTD",天津市经济技术开发区黄海路98号津滨杰座2区B座一门501室,897,津滨发展,1999/4/22,"1,617,272,234","1,617,080,792",,,,0,0,华北,天津,天津市,K 房地产,www.jbdc.com.cn
000898,鞍钢股份,鞍钢股份有限公司,"ANGANG STEEL CO.,LTD",辽宁省鞍山市铁西区鞍钢厂区,898,鞍钢股份,1997/12/25,"6,149,007,847","6,148,936,447",,,,0,0,东北,辽宁,鞍山市,C 制造业,www.ansteel.com.cn
000899,赣能股份,江西赣能股份有限公司,"JIANGXI GANNENG CO.,LTD",江西省南昌市高新技术开发区火炬大街199号,899,赣能股份,1997/11/26,"646,677,760","555,181,640",,,,0,0,华东,江西,南昌市,D 水电煤气,www.000899.com
000900,现代投资,现代投资股份有限公司,"XIANDAI INVESTMENT CO., LTD",湖南省长沙市天心区芙蓉南路二段128号现代广场,900,现代投资,1999/1/28,"1,011,885,556","1,011,287,545",,,,0,0,华中,湖南,长沙市,G 运输仓储,www.xdtz.net
000901,航天科技,航天科技控股集团股份有限公司,"AEROSPACE HI-TECH HOLDING GROUP CO., LTD.",黑龙江省哈尔滨市平房区哈平西路45号,901,航天科技,1999/4/1,"250,359,122","250,359,122",,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,
000902,新洋丰,湖北新洋丰肥业股份有限公司,"HUBEI XINYANGFENG FERTILIZER Co., Ltd.",湖北省荆门市月亮湖北路附7号,902,新洋丰,1999/4/8,"601,794,035","258,000,000",,,,0,0,华中,湖北,荆门市,C 制造业,www.newyf.com
000903,云内动力,昆明云内动力股份有限公司,"KUNMING YUNNEI POWER CO., LTD.",云南省昆明市经济技术开发区A9-6号,903,云内动力,1999/4/15,"680,760,000","680,760,000",,,,0,0,西南,云南,昆明市,C 制造业,www.yunneidongli.com
000905,厦门港务,厦门港务发展股份有限公司,"XIAMEN PORT DEVELOPMENT CO., LTD.",福建省厦门市东港北路31号港务大厦20楼、21楼,905,厦门港务,1999/4/29,"531,000,000","531,000,000",,,,0,0,华东,福建,厦门市,G 运输仓储,www.xmgw.com.cn
000906,物产中拓,物产中拓股份有限公司,"ZHEJIANG MATERIALS DEVELOPMENT CO.,LTD.",湖南省长沙市芙蓉区五一大道235号湘域中央1栋401号,906,物产中拓,1999/7/7,"330,605,802","330,605,802",,,,0,0,华中,湖南,长沙市,F 批发零售,www.zmd.com.cn
000908,天一科技,湖南天一科技股份有限公司,"HUNAN TIANYI SCIENCE AND TECHNOLOGY CO., LTD",湖南省岳阳市平江县天岳经济开发区天岳大道,908,天一科技,1999/2/3,"280,000,000","280,000,000",,,,0,0,华中,湖南,岳阳市,C 制造业,www.hntane.com
000909,数源科技,数源科技股份有限公司,"SOYEA TECHNOLOGY CO., LTD",浙江省杭州西湖区教工路一号,909,数源科技,1999/5/7,"294,000,000","294,000,000",,,,0,0,华东,浙江,杭州市,S 综合,www.soyea.com.cn
000910,大亚科技,大亚科技股份有限公司,"DARE TECHNOLOGY CO.,LTD",江苏省丹阳经济技术开发区金陵西路95号,910,大亚科技,1999/6/30,"527,500,000","527,500,000",,,,0,0,华东,江苏,镇江市,C 制造业,www.dareglobal.com.cn
000911,南宁糖业,南宁糖业股份有限公司,"NANNING SUGAR MANUFACTURING CO.,LTD",广西壮族自治区南宁市国凯大道9号,911,南宁糖业,1999/5/27,"286,640,000","286,640,000",,,,0,0,华南,广西,南宁市,C 制造业,www.nnsugar.com
000912,泸 天 化,四川泸天化股份有限公司,"SICHUAN LUTIANHUA CO.,LTD",四川省成都市,912,泸 天 化,1999/6/3,"585,000,000","267,150,000",,,,0,0,西南,四川,成都市,C 制造业,www.sclth.com
000913,钱江摩托,浙江钱江摩托股份有限公司,"ZHEJIANG QIANJIQNG MOTORYCLE CO.,LTD",浙江省温岭市经济开发区,913,钱江摩托,1999/5/14,"453,536,000","453,436,347",,,,0,0,华东,浙江,台州市,C 制造业,www.qjmotor.com
000915,山大华特,山东山大华特科技股份有限公司,"SHANDONG SHANDA WIT SCIENCE AND TECHNOLOGY CO., LTD",山东省沂南县县城振兴路6号,915,山大华特,1999/6/9,"180,254,989","179,301,629",,,,0,0,华东,山东,临沂市,C 制造业,www.sd-wit.com
000916,华北高速,华北高速公路股份有限公司,"HUABEI EXPRESSWAY CO.,LTD",北京市经济技术开发区东环北路9号,916,华北高速,1999/9/27,"1,090,000,000","920,323,998",,,,0,0,华北,北京,北京市,G 运输仓储,www.hbgsgl.com.cn
000917,电广传媒,湖南电广传媒股份有限公司,"HUNAN TV&BROADCAST INTERMEDIARY CO., LTD",湖南省长沙市浏阳河大桥东湖南金鹰影视文化城,917,电广传媒,1999/3/25,"1,417,556,338","700,487,864",,,,0,0,华中,湖南,长沙市,I 信息技术,www.tik.com.cn
000918,嘉凯城,嘉凯城集团股份有限公司,"China Calxon Group Co., Ltd.",湖南省长沙市岳麓区银盆南路289号万利大厦5楼,918,嘉凯城,1999/7/20,"1,804,191,500","1,804,191,500",,,,0,0,华中,湖南,长沙市,K 房地产,www.calxon-group.com
000919,金陵药业,金陵药业股份有限公司,"JINLING PHARMACEUTICAL CO.,LTD",江苏省南京市南京经济技术开发区新港大道58号,919,金陵药业,1999/11/18,"504,000,000","275,178,872",,,,0,0,华东,江苏,南京市,C 制造业,www.jlyy000919.com
000920,南方汇通,南方汇通股份有限公司,"SOUTH HUITON CO.,LTD",贵州省贵阳国家高新技术产业开发区,920,南方汇通,1999/6/16,"422,000,000","422,000,000",,,,0,0,西南,贵州,贵阳市,C 制造业,www.southhuiton.com
000921,海信科龙,海信科龙电器股份有限公司,HISENSE KELON ELECTRICAL HOLDINGS COMPANY LIMITED,广东省佛山市顺德区容桂街道容港路8号,921,海信科龙,1999/7/13,"898,905,752","897,473,057",,,,0,0,华南,广东,佛山市,C 制造业,www.kelon.com
000922,佳电股份,哈尔滨电气集团佳木斯电机股份有限公司,"Harbin Electric Coporation Jiamusi Electric Machine CO.,Ltd",黑龙江省佳木斯市前进区光复路766号,922,佳电股份,1999/6/18,"524,134,049","298,435,000",,,,0,0,东北,黑龙江,佳木斯市,C 制造业,www.jemlc.com
000923,河北宣工,河北宣化工程机械股份有限公司,"XUANHUA CONSTRUCTION MACHINERY CO.,LTD",河北省张家口市宣化区东升路21号,923,河北宣工,1999/7/14,"198,000,000","197,999,100",,,,0,0,华北,河北,张家口市,C 制造业,www.hbxg.com
000925,众合机电,浙江众合机电股份有限公司,"United Mechanical & Electrical Co.,Ltd.",浙江省杭州市滨江区江汉路1785号双城国际4号楼17层,925,众合机电,1999/6/11,"307,918,108","301,338,108",,,,0,0,华东,浙江,杭州市,C 制造业,www.unitedmne.com
000926,福星股份,湖北福星科技股份有限公司,"HUBEI FUXING SCIENCE AND TECHNOLOGY CO.,LTD",湖北省汉川市沉湖镇福星街1号,926,福星股份,1999/6/18,"712,355,650","528,539,475",,,,0,0,华中,湖北,孝感市,K 房地产,www.chinafxkj.com
000927,一汽夏利,天津一汽夏利汽车股份有限公司,"TIANJIN FAW XIALI AUTOMOBILE CO.,LTD",天津市西青区京福公路578号,927,一汽夏利,1999/7/27,"1,595,174,020","1,595,170,960",,,,0,0,华北,天津,天津市,C 制造业,www.tjfaw.com.cn
000928,*ST吉炭,中钢集团吉林炭素股份有限公司,"JILIN CARBON CO.,LTD",吉林省吉林市昌邑区和平街九号,928,*ST吉炭,1999/3/12,"282,899,000","282,899,000",,,,0,0,东北,吉林,吉林市,C 制造业,www.jlts.cn
000929,兰州黄河,兰州黄河企业股份有限公司,"LANZHOU HUANGHE ENTERPRISE CO., LTD",甘肃省兰州市七里河区郑家庄108号,929,兰州黄河,1999/6/23,"185,766,000","185,588,036",,,,0,0,西北,甘肃,兰州市,C 制造业,www.yellowriver.net.cn
000930,中粮生化,中粮生物化学（安徽）股份有限公司,"COFCO BIOCHEMICAL (ANHUI) CO.,LTD",安徽省蚌埠市中粮大道1号,930,中粮生化,1999/7/12,"964,411,115","964,391,840",,,,0,0,华东,安徽,蚌埠市,C 制造业,www.zlahsh.com
000931,中 关 村,北京中关村科技发展(控股)股份有限公司,"BEIJING CENTERGATE TECHNOLOGIES (HOLDING) CO., LTD",北京市海淀区中关村南大街32号,931,中 关 村,1999/7/12,"674,846,940","506,484,232",,,,0,0,华北,北京,北京市,E 建筑业,www.centek.com.cn
000932,华菱钢铁,湖南华菱钢铁股份有限公司,"HUNAN VALIN STEEL CO.,LTD",湖南省长沙市天心区湘府西路222号华菱园主楼,932,华菱钢铁,1999/8/3,"3,015,650,025","3,015,039,675",,,,0,0,华中,湖南,长沙市,C 制造业,www.valin.cn
000933,神火股份,河南神火煤电股份有限公司,HENAN SHEN HUO COAL INDUSTRY AND ELECTRICITY POWER CO.LTD,河南省永城市东城区光明路17号,933,神火股份,1999/8/31,"1,900,500,000","1,900,448,400",,,,0,0,华中,河南,商丘市,C 制造业,www.shenhuo.com
000935,四川双马,四川双马水泥股份有限公司,SICHUAN SHUANGMA CEMENT CO.LTD,四川省江油市二朗庙镇,935,四川双马,1999/8/24,"615,862,000","188,900,332",,,,0,0,西南,四川,绵阳市,C 制造业,www.cement.com.cn
000936,华西股份,江苏华西村股份有限公司,"JIANGSU HUAXICUN CO., LTD",江苏省江阴市华西村,936,华西股份,1999/8/10,"748,012,887","747,685,889",,,,0,0,华东,江苏,无锡市,C 制造业,www.jshuaxicun.com
000937,冀中能源,冀中能源股份有限公司,"Jizhong Energy Resources Co., Ltd.",河北省邢台市中兴西大街191号,937,冀中能源,1999/9/9,"2,718,112,962","2,193,777,690",,,,0,0,华北,河北,邢台市,B 采矿业,www.jznygf.com
000938,紫光股份,紫光股份有限公司,"TSINGHUA UNISPLENDOUR CO.,LTD",北京市清华大学紫光大楼,938,紫光股份,1999/11/4,"206,080,000","206,074,563",,,,0,0,华北,北京,北京市,C 制造业,www.unis.cn
000939,凯迪电力,武汉凯迪电力股份有限公司,"WUHAN KAIDI ELECTRIC POWER CO., LTD",湖北省武汉市东湖开发区江夏大道特1号凯迪大厦,939,凯迪电力,1999/9/23,"943,308,800","941,173,955",,,,0,0,华中,湖北,武汉市,B 采矿业,www.china-kaidi.com
000948,南天信息,云南南天电子信息产业股份有限公司,"YUNNAN NANTIAN ELECTRONICS INFORMATION CO.,LTD",云南省昆明市高新技术产业开发区软件园创新大厦,948,南天信息,1999/10/14,"246,606,046","231,168,444",,,,0,0,西南,云南,昆明市,I 信息技术,www.nantian.com.cn
000949,新乡化纤,新乡化纤股份有限公司,"XINXIANG CHEMICAL FIBER CO., LTD",河南省新乡市凤泉区锦园路,949,新乡化纤,1999/10/21,"829,221,502","828,498,794",,,,0,0,华中,河南,新乡市,C 制造业,www.bailu.com
000950,建峰化工,重庆建峰化工股份有限公司,"CHONGQING JIANFENG CHEMICAL CO.,LTD",重庆市涪陵区白涛街道,950,建峰化工,1999/9/16,"598,799,235","598,791,735",,,,0,0,西南,重庆,重庆市,C 制造业,www.jfhggf.com
000951,中国重汽,中国重汽集团济南卡车股份有限公司,"CNHTC JINAN TRUCK CO., LTD.",山东省济南市市中区党家庄镇南首,951,中国重汽,1999/11/25,"419,425,500","419,425,500",,,,0,0,华东,山东,济南市,C 制造业,www.jntruck.com
000952,广济药业,湖北广济药业股份有限公司,"HUBEI GUANGJI PHARMACEUTICAL CO., LTD",湖北省武穴市江堤路1号,952,广济药业,1999/11/12,"251,705,513","251,679,806",,,,0,0,华中,湖北,黄冈市,C 制造业,www.guangjipharm.com
000953,河池化工,广西河池化工股份有限公司,"GUANGXI HECHI CHEMICAL CO.,LTD",广西壮族自治区河池市六甲镇,953,河池化工,1999/12/2,"294,059,437","294,041,461",,,,0,0,华南,广西,河池市,C 制造业,www.hechihuagong.com.cn
000955,欣龙控股,欣龙控股（集团）股份有限公司,XINLONG HOLDING （GROUP）COMPANY LTD,海南省澄迈县老城工业开发区,955,欣龙控股,1999/12/9,"538,395,000","499,395,000",,,,0,0,华南,海南,澄迈县,C 制造业,www.xinlong-holding.com
000957,中通客车,中通客车控股股份有限公司,"ZHONGTONG BUS & HOLDING CO.,LTD",山东省聊城市建设东路10号,957,中通客车,2000/1/13,"238,504,949","238,487,312",,,,0,0,华东,山东,聊城市,C 制造业,www.zhongtong.com
000958,东方热电,石家庄东方热电股份有限公司,"SHIJIAZHUANG DONGFANG THERMOELECTRIC CO.,LTD",河北省石家庄市建华南大街161号,958,东方热电,1999/12/23,"483,393,000","219,479,588",,,,0,0,华北,河北,石家庄市,D 水电煤气,www.dfrdjt.com
000959,首钢股份,北京首钢股份有限公司,"BEIJING SHOUGANG CO.,LTD",北京市石景山区石景山路,959,首钢股份,1999/12/16,"5,289,389,600","1,206,150,119",,,,0,0,华北,北京,北京市,C 制造业,www.sggf.com.cn
000960,锡业股份,云南锡业股份有限公司,"Yunnan Tin Co., Ltd.",云南省昆明高新技术产业开发区,960,锡业股份,2000/2/21,"1,151,220,391","1,151,220,391",,,,0,0,西南,云南,昆明市,C 制造业,www.ytl.com.cn
000961,中南建设,江苏中南建设集团股份有限公司,"Jiangsu Zhongnan Construction Group CO.,LTD",江苏省海门市常乐镇,961,中南建设,2000/3/1,"1,167,839,226","1,163,865,007",,,,0,0,华东,江苏,南通市,E 建筑业,www.zhongnanconstruction.cn
000962,东方钽业,宁夏东方钽业股份有限公司,"NINGXIA ORIENT TANTALUM INDUSTRY CO.,LTD",宁夏回族自治区石嘴山市大武口区冶金路,962,东方钽业,2000/1/20,"440,832,644","440,830,532",,,,0,0,西北,宁夏,石嘴山市,C 制造业,www.otic.com.cn
000963,华东医药,华东医药股份有限公司,"HUADONG MEDICINE CO.,LTD",浙江省杭州市延安路468号1号楼1号门9、10楼,963,华东医药,2000/1/27,"434,059,991","279,937,709",,,,0,0,华东,浙江,杭州市,F 批发零售,www.eastchinapharm.com
000965,天保基建,天津天保基建股份有限公司,Tianjin Tianbao Infrastructure Co..Ltd,天津市天津空港经济区西五道35号汇津广场一号楼,965,天保基建,2000/4/6,"1,008,937,178","692,337,178",,,,0,0,华北,天津,天津市,K 房地产,www.tbjijian.com
000966,长源电力,国电长源电力股份有限公司,"GUODIAN CHANGYUAN ELECTRIC POWER CO.,LTD",湖北省武汉市洪山区徐东大街113号国电大厦,966,长源电力,2000/3/16,"554,142,040","554,142,040",,,,0,0,华中,湖北,武汉市,D 水电煤气,www.cydl.com.cn
000967,上风高科,浙江上风实业股份有限公司,"ZHEJIANG SHANGFENG INDUSTRIAL HOLDINGS CO.,LTD",浙江省上虞市上浦镇上浦经济开发区,967,上风高科,2000/3/30,"306,666,541","245,764,944",,,,0,0,华东,浙江,绍兴市,C 制造业,www.sfgk.com.cn
000968,煤 气 化,太原煤气化股份有限公司,"Taiyuan　Coal　Gasification　Company,　Limited",山西省太原市和平南路83号,968,煤 气 化,2000/6/22,"513,747,000","513,747,000",,,,0,0,华北,山西,太原市,C 制造业,www.tymqh.com
000969,安泰科技,安泰科技股份有限公司,"ADVANCED TECHNOLOGY & MATERIALS CO.,LTD",北京市海淀区学院南路76号,969,安泰科技,2000/5/29,"862,796,348","860,971,650",,,,0,0,华北,北京,北京市,C 制造业,www.atmcn.com
000970,中科三环,北京中科三环高技术股份有限公司,"BEIJING ZHONG KE SAN HUAN HIGH-TECH CO., LTD",北京市海淀区中关村东路66号甲1号楼27层,970,中科三环,2000/4/20,"1,065,200,000","1,063,781,876",,,,0,0,华北,北京,北京市,C 制造业,www.san-huan.com.cn
000971,蓝鼎控股,湖北蓝鼎控股股份有限公司,"HUBEI LANDING HOLDING CO.,LTD.",湖北省仙桃市勉阳大道131号,971,蓝鼎控股,2000/4/27,"243,100,000","242,775,270",,,,0,0,华中,湖北,仙桃市,C 制造业,www.mai-ya.com
000972,新中基,新疆中基实业股份有限公司,"XINJIANG CHALKIS CO., LTD",新疆维吾尔自治区乌鲁木齐市青年路北一巷8号,972,新中基,2000/9/26,"771,283,579","771,283,579",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.chalkistomato.com
000973,佛塑科技,佛山佛塑科技集团股份有限公司,"FSPG HI-TECH CO., LTD",广东省佛山市禅城区汾江中路85号,973,佛塑科技,2000/5/25,"967,423,171","772,379,796",,,,0,0,华南,广东,佛山市,C 制造业,www.fspg.com.cn
000975,银泰资源,银泰资源股份有限公司,"Yintai Resources Co.,Ltd.",广东省广州市经济技术开发区科学城彩频路11号A501,975,银泰资源,2000/6/8,"1,085,569,741","616,520,188",,,,0,0,华南,广东,广州市,B 采矿业,
000976,春晖股份,广东开平春晖股份有限公司,"GUANGDONG KAIPING CHUNHUI CO., LTD.",广东省开平市三埠区港口路10号19幢,976,春晖股份,2000/6/1,"586,642,796","586,631,892",,,,0,0,华南,广东,江门市,C 制造业,www.my0976.com
000977,浪潮信息,浪潮电子信息产业股份有限公司,"LANGCHAO ELECTRONIC INFORMATION INDUSTRY CO.,LTD",山东省济南市浪潮路1036号,977,浪潮信息,2000/6/8,"479,862,876","430,000,000",,,,0,0,华东,山东,济南市,C 制造业,www.inspur.com
000978,桂林旅游,桂林旅游股份有限公司,"GUILIN TOURISM CO.,LTD",广西壮族自治区桂林市翠竹路27-2号,978,桂林旅游,2000/5/18,"360,100,000","360,100,000",,,,0,0,华南,广西,桂林市,N 公共环保,www.guilintravel.com
000979,中弘股份,中弘控股股份有限公司,"ZHONGHONG HOLDING CO.,LTD",安徽省宿州市浍水路271号,979,中弘股份,2000/6/16,"1,922,975,953","1,920,733,025",,,,0,0,华东,安徽,宿州市,K 房地产,www.zhonghongholdings.com
000980,金马股份,黄山金马股份有限公司,"HUANGSHAN JINMA CO.,LTD",安徽省黄山市歙县经济技术开发区,980,金马股份,2000/6/16,"528,140,000","316,520,750",,,,0,0,华东,安徽,黄山市,C 制造业,www.hsjinma.com
000981,银亿股份,银亿房地产股份有限公司,"YINYI REAL ESTATE CO,LTD",甘肃省兰州市城关区天水路318号兰州大学科技广场,981,银亿股份,2000/6/22,"859,005,200","90,081,082",,,,0,0,西北,甘肃,兰州市,K 房地产,www.chinayinyi.cn
000982,中银绒业,宁夏中银绒业股份有限公司,"NINGXIA ZHONGYIN CASHMERE CO.,LTD",宁夏回族自治区灵武市羊绒工业园区中银大道南侧,982,中银绒业,2000/7/6,"1,002,801,822","718,851,205",,,,0,0,西北,宁夏,银川市,C 制造业,www.zhongyincashmere.com
000983,西山煤电,山西西山煤电股份有限公司,"SHANXI XISHAN COAL AND ELECTRICITY POWER CO.,LTD",山西省太原市万柏林区西矿街318号,983,西山煤电,2000/7/26,"3,151,200,000","3,151,170,079",,,,0,0,华北,山西,太原市,B 采矿业,www.xsmd.com.cn
000985,大庆华科,大庆华科股份有限公司,"DAQING HUAKE CO.,LTD",黑龙江省大庆高新技术产业开发区,985,大庆华科,2000/7/26,"129,639,500","129,639,500",,,,0,0,东北,黑龙江,大庆市,C 制造业,www.huake.com
000986,粤华包Ｂ,佛山华新包装股份有限公司,"FOSHAN HUAXIN PACKAGING CO.,LTD.",广东省佛山市季华五路18号经华大厦19楼,,,,0,0,200986,粤华包Ｂ,2000/7/6,"171,925,000","171,925,000",华南,广东,佛山市,C 制造业,www.fshxp.com
000987,广州友谊,广州友谊集团股份有限公司,"GUANGZHOU FRIENDSHIP CO., LTD",广东省广州市越秀区环市东路369号,987,广州友谊,2000/7/18,"358,958,107","358,637,275",,,,0,0,华南,广东,广州市,F 批发零售,www.cgzfs.com
000988,华工科技,华工科技产业股份有限公司,"HUAGONG TECH CO.,LTD",湖北省武汉市东湖高新技术开发区华中科技大学科技园华工科技本部大楼,988,华工科技,2000/6/8,"891,116,632","891,116,632",,,,0,0,华中,湖北,武汉市,C 制造业,www.hgtech.com.cn
000989,九 芝 堂,九芝堂股份有限公司,"JIUZHITANG CO.,LTD",湖南省长沙市桐梓坡西路339号,989,九 芝 堂,2000/6/28,"297,605,268","297,605,268",,,,0,0,华中,湖南,长沙市,C 制造业,www.hnjzt.com
000990,诚志股份,诚志股份有限公司,"CHENGZHI Shareholding Co., Ltd.",江西省南昌市经济开发区玉屏东大道299号,990,诚志股份,2000/7/6,"297,032,414","297,028,344",,,,0,0,华东,江西,南昌市,C 制造业,www.chengzhi.com.cn
000992,中 鲁Ｂ,山东省中鲁远洋渔业股份有限公司,"SHANDONG ZHONGLU OCEANIC FISHERIES CO.,LTD",山东省济南市和平路43号,,,,0,0,200992,中 鲁Ｂ,2000/7/24,"138,000,000","138,000,000",华东,山东,济南市,A 农林牧渔,
000993,闽东电力,福建闽东电力股份有限公司,"FUJIAN MINDONG ELECTRIC POWER CO.,LTD",福建省宁德市环城路143号闽东大广场华隆大厦8-10层,993,闽东电力,2000/7/31,"373,000,000","373,000,000",,,,0,0,华东,福建,宁德市,D 水电煤气,www.mdep.com.cn
000995,皇台酒业,甘肃皇台酒业股份有限公司,"GANSU HUANGTAI WINE―MARKETING INDUSTRY CO.,LTD",甘肃省武威市新建路55号,995,皇台酒业,2000/8/7,"177,408,000","177,403,950",,,,0,0,西北,甘肃,武威市,C 制造业,www.huangtaichina.com
000996,中国中期,中国中期投资股份有限公司,"CHINA CIFCO INDUSTRY CO., LTD",北京市朝阳区光华路14号中国中期大厦,996,中国中期,2000/7/18,"230,000,000","229,999,250",,,,0,0,华北,北京,北京市,F 批发零售,www.cifco996.com
000997,新 大 陆,福建新大陆电脑股份有限公司,"FUJIAN NEWLAND COMPUTER CO.,LTD",福建省福州市马尾区儒江西路1号,997,新 大 陆,2000/8/7,"510,266,666","508,028,175",,,,0,0,华东,福建,福州市,I 信息技术,www.newlandcomputer.com
000998,隆平高科,袁隆平农业高科技股份有限公司,"YUAN LONGPING HIGH-TECH AGRICULTURE CO.,LTD",湖南省长沙市芙蓉区远大二路马坡岭农业高科技园内,998,隆平高科,2000/12/11,"996,100,000","831,235,848",,,,0,0,华中,湖南,长沙市,A 农林牧渔,www.lpht.com.cn
000999,华润三九,华润三九医药股份有限公司,"China Resource Sanjiu Medical & Pharmaceutical CO., LTD",广东省深圳市龙华新区观澜高新园区观清路1号,999,华润三九,2000/3/9,"978,900,000","977,742,318",,,,0,0,华南,广东,深圳市,C 制造业,www.999.com.cn
001696,宗申动力,重庆宗申动力机械股份有限公司,"CHENGDU ZONG SHEN THERMAL IMPETUS MACHINERY CO.,LTD",重庆市巴南区炒油场,1696,宗申动力,1997/3/6,"1,145,026,920","891,884,906",,,,0,0,西南,重庆,重庆市,C 制造业,www.zsengine.com
001896,豫能控股,河南豫能控股股份有限公司,"HENAN YUNENG HOLDINGS CO., LTD",河南省郑州市农业路东41号投资大厦B座8-12层,1896,豫能控股,1998/1/22,"623,346,930","429,992,500",,,,0,0,华中,河南,郑州市,D 水电煤气,www.yuneng.com.cn
002001,新 和 成,浙江新和成股份有限公司,Zhejiang NHU Company Ltd.,浙江省新昌县羽林街道江北路4号,2001,新 和 成,2004/6/25,"1,088,919,000","1,073,012,837",,,,0,0,华东,浙江,绍兴市,C 制造业,www.cnhu.com
002002,鸿达兴业,鸿达兴业股份有限公司,"Hongda Xingye Co.,Ltd.",江苏省扬州市广陵区杭集镇曙光路,2002,鸿达兴业,2004/6/25,"849,867,981","233,651,250",,,,0,0,华东,江苏,扬州市,C 制造业,www.002002.cn
002003,伟星股份,浙江伟星实业发展股份有限公司,"Zhejiang Weixing Industrial Development Co., Ltd.",浙江省临海市花园工业区,2003,伟星股份,2004/6/25,"336,684,407","290,395,762",,,,0,0,华东,浙江,台州市,C 制造业,www.weixing.cn
